height 3.0
ambient 0.4

wall 13.1097 357.4570 25.7155 353.6344 3.0000 0.0 false
wall 25.7155 353.6344 37.3332 347.4248 3.0000 0.0 false
wall 37.3332 347.4248 47.5161 339.0661 3.0000 0.0 false
wall -0.0000 358.7489 13.1097 357.4570 3.0000 0.0 false
wall 47.5161 339.0661 55.8730 328.8843 3.0000 0.0 false
wall 62.0828 317.2670 65.9067 304.6612 3.0000 0.0 false
wall 65.9067 304.6612 67.1979 291.5510 3.0000 0.0 false
wall 67.1979 291.5510 65.9067 278.4407 3.0000 0.0 false
wall 65.9067 278.4407 62.0828 265.8350 3.0000 0.0 false
wall 62.0828 265.8350 55.8730 254.2177 3.0000 0.0 false
wall 55.8730 254.2177 47.5161 244.0358 3.0000 0.0 false
wall 47.5161 244.0358 37.3332 235.6771 3.0000 0.0 false
wall 37.3332 235.6771 25.7155 229.4675 3.0000 0.0 false
wall 25.7155 229.4675 13.1097 225.6450 3.0000 0.0 false
wall 13.1097 225.6450 5.7951 224.9240 3.0000 0.0 false
wall -13.1097 225.6450 -5.7951 224.9240 3.0000 0.0 false
wall -13.1097 225.6450 -25.7155 229.4675 3.0000 0.0 false
wall -25.7155 229.4675 -37.3332 235.6771 3.0000 0.0 false
wall -37.3332 235.6771 -47.5161 244.0358 3.0000 0.0 false
wall -47.5161 244.0358 -55.8730 254.2177 3.0000 0.0 false
wall -55.8730 254.2177 -62.0828 265.8350 3.0000 0.0 false
wall -62.0828 265.8350 -65.9067 278.4407 3.0000 0.0 false
wall -65.9067 278.4407 -67.1979 291.5510 3.0000 0.0 false
wall -67.1979 291.5510 -65.9067 304.6612 3.0000 0.0 false
wall -65.9067 304.6612 -62.0828 317.2670 3.0000 0.0 false
wall -62.0828 317.2670 -55.8730 328.8843 3.0000 0.0 false
wall -55.8730 328.8843 -47.5161 339.0661 3.0000 0.0 false
wall -47.5161 339.0661 -37.3332 347.4248 3.0000 0.0 false
wall -37.3332 347.4248 -25.7155 353.6344 3.0000 0.0 false
wall -25.7155 353.6344 -13.1097 357.4570 3.0000 0.0 false
wall -13.1097 357.4570 -0.0000 358.7489 3.0000 0.0 false
wall 5.7951 51.8761 5.7951 224.9240 3.0000 0.0 false
wall -5.7951 51.8761 -5.7951 224.9240 3.0000 0.0 false
wall 55.8730 328.8843 62.0828 317.2670 3.0000 0.0 false
wall -11.3676 50.1858 -5.7951 51.8761 3.0000 0.0 false
wall -16.5032 47.4407 -11.3676 50.1858 3.0000 0.0 false
wall -21.0045 43.7466 -16.5032 47.4407 3.0000 0.0 false
wall -24.6987 39.2452 -21.0045 43.7466 3.0000 0.0 false
wall -27.4437 34.1096 -24.6987 39.2452 3.0000 0.0 false
wall -29.1341 28.5372 -27.4437 34.1096 3.0000 0.0 false
wall -29.7049 22.7420 -29.1341 28.5372 3.0000 0.0 false
wall -29.1341 16.9469 -29.7049 22.7420 3.0000 0.0 false
wall -27.4437 11.3745 -29.1341 16.9469 3.0000 0.0 false
wall -24.6987 6.2389 -27.4437 11.3745 3.0000 0.0 false
wall -21.0045 1.7375 -24.6987 6.2389 3.0000 0.0 false
wall -16.5032 -1.9567 -21.0045 1.7375 3.0000 0.0 false
wall -11.3676 -4.7017 -16.5032 -1.9567 3.0000 0.0 false
wall -5.7951 -6.3921 -11.3676 -4.7017 3.0000 0.0 false
wall 0.0000 -6.9629 -5.7951 -6.3921 3.0000 0.0 false
wall 5.7951 -6.3921 0.0000 -6.9629 3.0000 0.0 false
wall 11.3676 -4.7017 5.7951 -6.3921 3.0000 0.0 false
wall 16.5032 -1.9567 11.3676 -4.7017 3.0000 0.0 false
wall 21.0045 1.7375 16.5032 -1.9567 3.0000 0.0 false
wall 24.6987 6.2389 21.0045 1.7375 3.0000 0.0 false
wall 27.4437 11.3745 24.6987 6.2389 3.0000 0.0 false
wall 29.1341 16.9469 27.4437 11.3745 3.0000 0.0 false
wall 29.7049 22.7420 29.1341 16.9469 3.0000 0.0 false
wall 29.1341 28.5372 29.7049 22.7420 3.0000 0.0 false
wall 27.4437 34.1096 29.1341 28.5372 3.0000 0.0 false
wall 24.6987 39.2452 27.4437 34.1096 3.0000 0.0 false
wall 21.0045 43.7466 24.6987 39.2452 3.0000 0.0 false
wall 16.5032 47.4407 21.0045 43.7466 3.0000 0.0 false
wall 11.3676 50.1858 16.5032 47.4407 3.0000 0.0 false
wall 5.7951 51.8761 11.3676 50.1858 3.0000 0.0 false

wall -7.5528 329.5208 -0.0000 330.2651 30.0000 2.0 true -60.0
wall -14.8153 327.3185 -7.5528 329.5208 30.0000 2.0 true -60.0
wall -21.5084 323.7411 -14.8153 327.3185 30.0000 2.0 true -60.0
wall -27.3750 318.9254 -21.5084 323.7411 30.0000 2.0 true -60.0
wall -32.1896 313.0594 -27.3750 318.9254 30.0000 2.0 true -60.0
wall -35.7672 306.3665 -32.1896 313.0594 30.0000 2.0 true -60.0
wall 32.1896 313.0594 35.7672 306.3665 30.0000 2.0 true -60.0
wall -37.9702 299.1041 -35.7672 306.3665 30.0000 2.0 true -60.0
wall -37.9702 283.9979 -38.7141 291.5510 30.0000 2.0 true -60.0
wall -35.7672 276.7354 -37.9702 283.9979 30.0000 2.0 true -60.0
wall -32.1896 270.0424 -35.7672 276.7354 30.0000 2.0 true -60.0
wall -27.3750 264.1765 -32.1896 270.0424 30.0000 2.0 true -60.0
wall -21.5084 259.3609 -27.3750 264.1765 30.0000 2.0 true -60.0
wall -14.8153 255.7834 -21.5084 259.3609 30.0000 2.0 true -60.0
wall -38.7141 291.5510 -37.9702 299.1041 30.0000 2.0 true -60.0
wall -7.5528 253.5812 -14.8153 255.7834 30.0000 2.0 true -60.0
wall 7.5527 253.5812 -0.0000 252.8369 30.0000 2.0 true -60.0
wall 14.8153 255.7834 7.5527 253.5812 30.0000 2.0 true -60.0
wall 21.5084 259.3609 14.8153 255.7834 30.0000 2.0 true -60.0
wall 27.3750 264.1765 21.5084 259.3609 30.0000 2.0 true -60.0
